,A,B,C,D,E,F
3470,out,mainHall,other,out,out,out
3471,out,mainHall,other,hallC,other,hallC
3472,out,mainHall,other,hallC,recreationArea,hallC
3473,out,mainHall,out,out,out,out
3474,out,out,out,other,exhibition,hallC
3475,out,mainHall,out,out,out,out
3476,out,mainHall,other,hallD,recreationArea,hallD
3477,out,mainHall,out,out,out,out
3478,out,out,out,other,other,hallD
3479,out,mainHall,out,out,out,out
3480,out,out,out,out,out,out
3481,out,out,out,hallC,exhibition,hallD
3482,out,out,out,hallD,other,hallD
3483,out,mainHall,out,out,out,out
3484,out,other,out,out,out,out
3485,out,mainHall,out,out,out,out
3486,out,mainHall,out,out,out,out
3487,out,out,out,hallD,recreationArea,hallD
3488,out,mainHall,out,out,out,out
3489,out,out,out,hallA,other,other
3490,out,mainHall,other,hallC,recreationArea,recreationArea
3491,out,mainHall,diningHall,other,other,recreationArea
3492,out,other,other,other,out,out
3493,out,mainHall,diningHall,hallB,other,hallB
3494,out,out,out,out,out,out
3495,out,mainHall,out,out,out,out
3496,out,out,out,other,recreationArea,other
3497,out,mainHall,out,out,out,out
3498,out,mainHall,out,out,out,out
3499,out,mainHall,diningHall,hallB,other,recreationArea
3500,out,out,out,out,out,out
3501,out,mainHall,out,out,out,out
3502,out,out,out,out,out,out
3503,out,out,out,hallB,other,hallB
3504,out,mainHall,other,other,other,recreationArea
3505,out,out,out,hallA,other,hallA
3506,out,mainHall,out,out,out,out
3507,out,out,out,out,out,out
3508,out,mainHall,diningHall,exhibition,recreationArea,recreationArea
3509,out,mainHall,out,out,out,out
3510,out,mainHall,out,out,out,out
3511,out,mainHall,other,hallC,other,recreationArea
3512,out,out,out,out,out,out
3513,out,out,out,hallC,recreationArea,other
3514,out,out,other,out,out,out
3515,out,mainHall,out,out,out,out
3516,out,mainHall,out,out,out,out
3517,out,mainHall,out,out,out,out
3518,out,out,out,hallD,other,hallD
3519,out,mainHall,out,out,out,out
3520,out,mainHall,diningHall,other,other,other
3521,out,out,out,hallB,recreationArea,recreationArea
3522,out,mainHall,diningHall,out,out,out
3523,out,out,out,hallA,exhibition,recreationArea
3524,out,mainHall,other,other,other,recreationArea
3525,out,out,out,hallC,other,hallA
3526,out,mainHall,other,out,out,out
3527,out,other,out,out,out,out
3528,out,mainHall,out,out,out,out
3529,out,mainHall,other,exhibition,other,hallD
3530,out,out,out,out,out,out
3531,out,out,out,out,out,out
3532,out,mainHall,other,out,out,out
3533,out,mainHall,other,out,out,out
3534,out,mainHall,diningHall,hallC,other,hallC
3535,out,out,out,out,out,out
3536,out,mainHall,diningHall,exhibition,exhibition,exhibition
3537,out,out,out,hallA,other,other
3538,out,out,out,out,out,out
3539,out,out,out,hallA,recreationArea,other
3540,out,mainHall,other,hallA,other,hallA
3541,out,mainHall,out,out,out,out
3542,out,mainHall,out,out,out,out
3543,out,other,other,other,out,out
3544,out,out,out,hallC,recreationArea,hallD
3545,out,other,exhibition,hallD,recreationArea,hallD
3546,out,mainHall,diningHall,other,other,recreationArea
3547,out,mainHall,out,out,out,out
3548,out,mainHall,out,out,out,out
3549,out,mainHall,diningHall,recreationArea,exhibition,exhibition
3550,out,other,other,other,out,out
3551,out,mainHall,diningHall,hallD,recreationArea,hallD
3552,out,mainHall,out,out,out,out
3553,out,exhibition,out,out,out,out
3554,out,out,out,hallD,other,hallD
3555,out,mainHall,out,out,out,out
3556,out,other,other,other,out,out
3557,out,other,other,other,other,out
3558,out,out,diningHall,hallD,other,recreationArea
3559,out,mainHall,out,out,out,out
3560,out,mainHall,out,out,out,out
3561,out,out,out,hallD,other,recreationArea
3562,out,out,out,hallC,other,hallC
3563,out,mainHall,other,hallD,recreationArea,recreationArea
